flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,ticket_no,flight_id,fare_conditions,amount,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,5432079221,36094,business,99800.00,ticket_no,flight_id,boarding_no,seat_no,ticket_no,book_ref,passenger_id,passenger_name,contact_data
136956,PG0480,2017-02-04T09:25:00Z,2017-02-04T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-04T09:33:00Z,2017-02-04T10:23:00Z,5432319882   ,136956,Economy,6300.00,,,,,,,,,,,,,,5432319882   ,136956,14,4F,5432319882   ,7E8EC9,6432 553496,passenger_name,contact_data
136875,PG0480,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,5432376102   ,136875,Economy,6300.00,,,,,,,,,,,,,,5432376102   ,136875,69,4F,5432376102   ,E47668,5025 208160,passenger_name,contact_data
136600,PG0480,2017-02-08T09:25:00Z,2017-02-08T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-08T09:26:00Z,2017-02-08T10:16:00Z,5432320191   ,136600,Economy,6300.00,,,,,,,,,,,,,,5432320191   ,136600,75,4F,5432320191   ,633273,6273 765776,passenger_name,contact_data
136605,PG0480,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,5432320480   ,136605,Economy,6300.00,,,,,,,,,,,,,,5432320480   ,136605,84,4F,5432320480   ,1D3A1A,8630 403102,passenger_name,contact_data
136780,PG0480,2017-02-24T09:25:00Z,2017-02-24T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-24T09:30:00Z,2017-02-24T10:20:00Z,5432320589   ,136780,Economy,6300.00,,,,,,,,,,,,,,5432320589   ,136780,5,4F,5432320589   ,2213AE,1959 552244,passenger_name,contact_data
136660,PG0480,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,5432320730   ,136660,Economy,6300.00,,,,,,,,,,,,,,5432320730   ,136660,9,4F,5432320730   ,988098,0785 292758,passenger_name,contact_data
136630,PG0480,2017-02-25T09:25:00Z,2017-02-25T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-25T09:32:00Z,2017-02-25T10:22:00Z,5432320779   ,136630,Economy,6300.00,,,,,,,,,,,,,,5432320779   ,136630,43,4F,5432320779   ,DFD501,5260 801942,passenger_name,contact_data
136844,PG0480,2017-02-28T09:25:00Z,2017-02-28T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-28T09:26:00Z,2017-02-28T10:16:00Z,5432376673   ,136844,Economy,6300.00,,,,,,,,,,,,,,5432376673   ,136844,14,4F,5432376673   ,D8F8DC,2081 624172,passenger_name,contact_data
136855,PG0480,2017-01-11T09:25:00Z,2017-01-11T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-11T12:07:00Z,2017-01-11T12:57:00Z,5432374606   ,136855,Economy,6300.00,,,,,,,,,,,,,,5432374606   ,136855,10,4F,5432374606   ,08F378,5768 115476,passenger_name,contact_data
136645,PG0480,2017-01-05T09:25:00Z,2017-01-05T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-05T09:29:00Z,2017-01-05T10:20:00Z,5432374298   ,136645,Economy,6300.00,,,,,,,,,,,,,,5432374298   ,136645,47,4F,5432374298   ,610E35,3499 692620,passenger_name,contact_data
136927,PG0480,2017-01-22T09:25:00Z,2017-01-22T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-22T09:28:00Z,2017-01-22T10:19:00Z,5432375142   ,136927,Economy,6300.00,,,,,,,,,,,,,,5432375142   ,136927,77,4F,5432375142   ,1D1172,9134 650123,passenger_name,contact_data
136871,PG0480,2017-01-13T09:25:00Z,2017-01-13T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-13T09:28:00Z,2017-01-13T10:18:00Z,5432374652   ,136871,Economy,6300.00,,,,,,,,,,,,,,5432374652   ,136871,38,4F,5432374652   ,1E314C,4180 512228,passenger_name,contact_data
136733,PG0480,2017-01-09T09:25:00Z,2017-01-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-09T09:27:00Z,2017-01-09T10:18:00Z,5432374738   ,136733,Economy,6300.00,,,,,,,,,,,,,,5432374738   ,136733,18,4F,5432374738   ,F919BA,4704 949801,passenger_name,contact_data
136709,PG0480,2017-01-15T09:25:00Z,2017-01-15T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-15T09:28:00Z,2017-01-15T10:18:00Z,5432374813   ,136709,Economy,6300.00,,,,,,,,,,,,,,5432374813   ,136709,22,4F,5432374813   ,0EED41,0837 825023,passenger_name,contact_data
136720,PG0480,2017-01-26T09:25:00Z,2017-01-26T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-26T09:29:00Z,2017-01-26T10:19:00Z,5432375414   ,136720,Economy,6300.00,,,,,,,,,,,,,,5432375414   ,136720,50,4F,5432375414   ,EF89D2,5693 116005,passenger_name,contact_data
136937,PG0480,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,5432374340   ,136937,Economy,6300.00,,,,,,,,,,,,,,5432374340   ,136937,58,4F,5432374340   ,93710D,4706 120654,passenger_name,contact_data
136769,PG0480,2017-02-10T09:25:00Z,2017-02-10T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-10T09:30:00Z,2017-02-10T10:21:00Z,5432375760   ,136769,Economy,6300.00,,,,,,,,,,,,,,5432375760   ,136769,56,4F,5432375760   ,E4160C,4907 496501,passenger_name,contact_data
136861,PG0480,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,5432375888   ,136861,Economy,6300.00,,,,,,,,,,,,,,5432375888   ,136861,86,4F,5432375888   ,E73613,0475 895424,passenger_name,contact_data
136953,PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,5432376449   ,136953,Economy,6300.00,,,,,,,,,,,,,,5432376449   ,136953,3,4F,5432376449   ,16ACAB,2608 895451,passenger_name,contact_data
136632,PG0480,2017-01-07T09:25:00Z,2017-01-07T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-07T12:42:00Z,2017-01-07T13:33:00Z,5432374505   ,136632,Economy,6300.00,,,,,,,,,,,,,,5432374505   ,136632,38,4F,5432374505   ,D71DFE,0510 687488,passenger_name,contact_data
136819,PG0480,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,5432374415   ,136819,Economy,6300.00,,,,,,,,,,,,,,5432374415   ,136819,80,4F,5432374415   ,E6E3BE,8394 074144,passenger_name,contact_data
136802,PG0480,2017-02-26T09:25:00Z,2017-02-26T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-26T09:32:00Z,2017-02-26T10:22:00Z,5432376519   ,136802,Economy,6300.00,,,,,,,,,,,,,,5432376519   ,136802,80,4F,5432376519   ,B1FA40,5780 386338,passenger_name,contact_data
136767,PG0480,2017-01-23T09:25:00Z,2017-01-23T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-23T09:27:00Z,2017-01-23T10:18:00Z,5432375187   ,136767,Economy,6300.00,,,,,,,,,,,,,,5432375187   ,136767,72,4F,5432375187   ,06A264,6348 207333,passenger_name,contact_data
136642,PG0480,2017-01-30T09:25:00Z,2017-01-30T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-30T09:28:00Z,2017-01-30T10:17:00Z,5432375553   ,136642,Economy,6300.00,,,,,,,,,,,,,,5432375553   ,136642,43,4F,5432375553   ,5D5AAC,5526 838053,passenger_name,contact_data
136672,PG0480,2017-02-03T09:25:00Z,2017-02-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-03T09:28:00Z,2017-02-03T10:18:00Z,5432053760   ,136672,Economy,6300.00,,,,,,,,,,,,,,5432053760   ,136672,46,4F,5432053760   ,6201FF,9856 924698,passenger_name,contact_data
136951,PG0480,2017-02-02T09:25:00Z,2017-02-02T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-02T09:28:00Z,2017-02-02T10:17:00Z,5432375662   ,136951,Economy,6300.00,,,,,,,,,,,,,,5432375662   ,136951,75,4F,5432375662   ,ABFB19,8064 254798,passenger_name,contact_data
136907,PG0480,2017-01-16T09:25:00Z,2017-01-16T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-16T09:31:00Z,2017-01-16T10:22:00Z,5432318850   ,136907,Economy,6300.00,,,,,,,,,,,,,,5432318850   ,136907,25,4F,5432318850   ,1C4664,3417 551462,passenger_name,contact_data
136869,PG0480,2017-01-31T09:25:00Z,2017-01-31T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-31T09:26:00Z,2017-01-31T10:16:00Z,5432319525   ,136869,Economy,6300.00,,,,,,,,,,,,,,5432319525   ,136869,36,4F,5432319525   ,3D13AC,7660 566477,passenger_name,contact_data
136754,PG0480,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,5432320088   ,136754,Economy,6300.00,,,,,,,,,,,,,,5432320088   ,136754,89,4F,5432320088   ,AFCD99,3832 464972,passenger_name,contact_data
136888,PG0480,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,5432376167   ,136888,Economy,6300.00,,,,,,,,,,,,,,5432376167   ,136888,64,4F,5432376167   ,41121B,9542 115588,passenger_name,contact_data
136612,PG0480,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,5432376308   ,136612,Economy,6300.00,,,,,,,,,,,,,,5432376308   ,136612,28,4F,5432376308   ,CC6CFD,2709 519210,passenger_name,contact_data
136778,PG0480,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,5432376320   ,136778,Economy,6300.00,,,,,,,,,,,,,,5432376320   ,136778,92,4F,5432376320   ,8BD739,0983 741542,passenger_name,contact_data
136757,PG0480,2017-01-27T09:25:00Z,2017-01-27T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-27T09:30:00Z,2017-01-27T10:19:00Z,5432319591   ,136757,Economy,6300.00,,,,,,,,,,,,,,5432319591   ,136757,86,4F,5432319591   ,CA392B,2981 025215,passenger_name,contact_data
136666,PG0480,2017-02-09T09:25:00Z,2017-02-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-09T09:26:00Z,2017-02-09T10:16:00Z,5432320039   ,136666,Economy,6300.00,,,,,,,,,,,,,,5432320039   ,136666,50,4F,5432320039   ,0A4E52,1726 081535,passenger_name,contact_data
136857,PG0480,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,5432320256   ,136857,Economy,6300.00,,,,,,,,,,,,,,5432320256   ,136857,9,4F,5432320256   ,13DFFA,8152 786735,passenger_name,contact_data
136815,PG0480,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,5432320558   ,136815,Economy,6300.00,,,,,,,,,,,,,,5432320558   ,136815,70,4F,5432320558   ,43A085,5586 689057,passenger_name,contact_data
136827,PG0480,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,5432320607   ,136827,Economy,6300.00,,,,,,,,,,,,,,5432320607   ,136827,14,4F,5432320607   ,DC4E46,8116 868546,passenger_name,contact_data
136758,PG0480,2017-01-12T09:25:00Z,2017-01-12T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-12T09:26:00Z,2017-01-12T10:15:00Z,5432374765   ,136758,Economy,6300.00,,,,,,,,,,,,,,5432374765   ,136758,77,4F,5432374765   ,D19629,1537 118789,passenger_name,contact_data
136936,PG0480,2017-01-02T09:25:00Z,2017-01-02T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-02T09:28:00Z,2017-01-02T10:18:00Z,5432318244   ,136936,Economy,6300.00,,,,,,,,,,,,,,5432318244   ,136936,6,4F,5432318244   ,F83873,5388 672340,passenger_name,contact_data
136661,PG0480,2017-01-01T09:25:00Z,2017-01-01T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-01T09:27:00Z,2017-01-01T10:17:00Z,5432318264   ,136661,Economy,6300.00,,,,,,,,,,,,,,5432318264   ,136661,27,4F,5432318264   ,9BB50F,2703 601192,passenger_name,contact_data
136586,PG0480,2017-01-10T09:25:00Z,2017-01-10T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-10T09:28:00Z,2017-01-10T10:18:00Z,5432318651   ,136586,Economy,6300.00,,,,,,,,,,,,,,5432318651   ,136586,83,4F,5432318651   ,3DBB10,1485 596532,passenger_name,contact_data
136706,PG0480,2017-01-06T09:25:00Z,2017-01-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-06T09:30:00Z,2017-01-06T10:20:00Z,5432318733   ,136706,Economy,6300.00,,,,,,,,,,,,,,5432318733   ,136706,68,4F,5432318733   ,CA8291,9901 338682,passenger_name,contact_data
136781,PG0480,2017-01-14T09:25:00Z,2017-01-14T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-14T09:26:00Z,2017-01-14T10:16:00Z,5432318832   ,136781,Economy,6300.00,,,,,,,,,,,,,,5432318832   ,136781,37,4F,5432318832   ,EF6503,3055 752346,passenger_name,contact_data
136654,PG0480,2017-01-19T09:25:00Z,2017-01-19T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-19T09:28:00Z,2017-01-19T10:17:00Z,5432318841   ,136654,Economy,6300.00,,,,,,,,,,,,,,5432318841   ,136654,9,4F,5432318841   ,3F2612,1855 925434,passenger_name,contact_data
136887,PG0480,2017-01-20T09:25:00Z,2017-01-20T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-20T09:30:00Z,2017-01-20T10:19:00Z,5432319345   ,136887,Economy,6300.00,,,,,,,,,,,,,,5432319345   ,136887,33,4F,5432319345   ,EEB149,7505 010850,passenger_name,contact_data
136838,PG0480,2017-01-24T09:25:00Z,2017-01-24T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-24T09:30:00Z,2017-01-24T10:21:00Z,5432319374   ,136838,Economy,6300.00,,,,,,,,,,,,,,5432319374   ,136838,59,4F,5432319374   ,440140,4335 577909,passenger_name,contact_data
136729,PG0480,2017-01-29T09:25:00Z,2017-01-29T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-29T09:29:00Z,2017-01-29T10:19:00Z,5432319787   ,136729,Economy,6300.00,,,,,,,,,,,,,,5432319787   ,136729,12,4F,5432319787   ,4B0676,7974 240730,passenger_name,contact_data
136841,PG0480,2017-02-07T09:25:00Z,2017-02-07T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-07T09:25:00Z,2017-02-07T10:16:00Z,5432320138   ,136841,Economy,6300.00,,,,,,,,,,,,,,5432320138   ,136841,12,4F,5432320138   ,C33FC2,5441 817609,passenger_name,contact_data
136620,PG0480,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,5432320438   ,136620,Economy,6300.00,,,,,,,,,,,,,,5432320438   ,136620,2,4F,5432320438   ,5C3B85,1461 944831,passenger_name,contact_data
136620,PG0480,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,5432376039   ,136620,Economy,6300.00,,,,,,,,,,,,,,5432376039   ,136620,1,5A,5432376039   ,77E279,3754 208093,passenger_name,contact_data
136649,PG0480,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,5432053714   ,136649,Economy,6300.00,,,,,,,,,,,,,,5432053714   ,136649,32,5A,5432053714   ,B36E3E,7622 516624,passenger_name,contact_data
136678,PG0480,2017-01-28T09:25:00Z,2017-01-28T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-28T09:27:00Z,2017-01-28T10:17:00Z,5432375328   ,136678,Economy,6300.00,,,,,,,,,,,,,,5432375328   ,136678,43,5A,5432375328   ,A09A65,0293 048683,passenger_name,contact_data
136632,PG0480,2017-01-07T09:25:00Z,2017-01-07T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-07T12:42:00Z,2017-01-07T13:33:00Z,5432374395   ,136632,Economy,6300.00,,,,,,,,,,,,,,5432374395   ,136632,10,5A,5432374395   ,4D6077,9868 445706,passenger_name,contact_data
136937,PG0480,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,5432374353   ,136937,Economy,6300.00,,,,,,,,,,,,,,5432374353   ,136937,16,5A,5432374353   ,AFD052,2776 995522,passenger_name,contact_data
136861,PG0480,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,5432375767   ,136861,Economy,6300.00,,,,,,,,,,,,,,5432375767   ,136861,18,5A,5432375767   ,C4B3B2,1203 690309,passenger_name,contact_data
136754,PG0480,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,5432375817   ,136754,Economy,6300.00,,,,,,,,,,,,,,5432375817   ,136754,30,5A,5432375817   ,4214DA,6667 737640,passenger_name,contact_data
136819,PG0480,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,5432374448   ,136819,Economy,6300.00,,,,,,,,,,,,,,5432374448   ,136819,38,5A,5432374448   ,3130AA,1742 428113,passenger_name,contact_data
136609,PG0480,2017-01-08T09:25:00Z,2017-01-08T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-08T09:28:00Z,2017-01-08T10:18:00Z,5432374541   ,136609,Economy,6300.00,,,,,,,,,,,,,,5432374541   ,136609,81,5A,5432374541   ,898F5C,0147 177895,passenger_name,contact_data
136706,PG0480,2017-01-06T09:25:00Z,2017-01-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-06T09:30:00Z,2017-01-06T10:20:00Z,5432318599   ,136706,Economy,6300.00,,,,,,,,,,,,,,5432318599   ,136706,69,5A,5432318599   ,30A465,4155 907438,passenger_name,contact_data
136733,PG0480,2017-01-09T09:25:00Z,2017-01-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-09T09:27:00Z,2017-01-09T10:18:00Z,5432318667   ,136733,Economy,6300.00,,,,,,,,,,,,,,5432318667   ,136733,12,5A,5432318667   ,184EA7,7074 836458,passenger_name,contact_data
136907,PG0480,2017-01-16T09:25:00Z,2017-01-16T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-16T09:31:00Z,2017-01-16T10:22:00Z,5432318839   ,136907,Economy,6300.00,,,,,,,,,,,,,,5432318839   ,136907,31,5A,5432318839   ,1D2AC9,6238 651330,passenger_name,contact_data
136757,PG0480,2017-01-27T09:25:00Z,2017-01-27T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-27T09:30:00Z,2017-01-27T10:19:00Z,5432319587   ,136757,Economy,6300.00,,,,,,,,,,,,,,5432319587   ,136757,92,5A,5432319587   ,B89C47,6470 832819,passenger_name,contact_data
136571,PG0480,2017-01-25T09:25:00Z,2017-01-25T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-25T09:28:00Z,2017-01-25T10:18:00Z,5432319517   ,136571,Economy,6300.00,,,,,,,,,,,,,,5432319517   ,136571,6,5A,5432319517   ,C85347,9916 298802,passenger_name,contact_data
136900,PG0480,2017-02-01T09:25:00Z,2017-02-01T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-01T09:30:00Z,2017-02-01T10:21:00Z,5432319804   ,136900,Economy,6300.00,,,,,,,,,,,,,,5432319804   ,136900,10,5A,5432319804   ,817732,3461 080310,passenger_name,contact_data
136612,PG0480,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,5432320463   ,136612,Economy,6300.00,,,,,,,,,,,,,,5432320463   ,136612,14,5A,5432320463   ,71AAEA,3242 467743,passenger_name,contact_data
136815,PG0480,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,5432320571   ,136815,Economy,6300.00,,,,,,,,,,,,,,5432320571   ,136815,73,5A,5432320571   ,530AF0,0970 008808,passenger_name,contact_data
136669,PG0480,2017-01-17T09:25:00Z,2017-01-17T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-17T09:26:00Z,2017-01-17T10:17:00Z,5432374944   ,136669,Economy,6300.00,,,,,,,,,,,,,,5432374944   ,136669,66,5A,5432374944   ,2EFB99,0893 093849,passenger_name,contact_data
136660,PG0480,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,5432320822   ,136660,Economy,6300.00,,,,,,,,,,,,,,5432320822   ,136660,74,5A,5432320822   ,DC512B,8233 619174,passenger_name,contact_data
136709,PG0480,2017-01-15T09:25:00Z,2017-01-15T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-15T09:28:00Z,2017-01-15T10:18:00Z,5432374910   ,136709,Economy,6300.00,,,,,,,,,,,,,,5432374910   ,136709,26,5A,5432374910   ,C4C5D3,4892 334390,passenger_name,contact_data
136661,PG0480,2017-01-01T09:25:00Z,2017-01-01T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-01T09:27:00Z,2017-01-01T10:17:00Z,5432318330   ,136661,Economy,6300.00,,,,,,,,,,,,,,5432318330   ,136661,9,5A,5432318330   ,9F1AA8,3609 959540,passenger_name,contact_data
136855,PG0480,2017-01-11T09:25:00Z,2017-01-11T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-11T12:07:00Z,2017-01-11T12:57:00Z,5432318605   ,136855,Economy,6300.00,,,,,,,,,,,,,,5432318605   ,136855,7,5A,5432318605   ,AC7BEF,4705 923195,passenger_name,contact_data
136758,PG0480,2017-01-12T09:25:00Z,2017-01-12T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-12T09:26:00Z,2017-01-12T10:15:00Z,5432318913   ,136758,Economy,6300.00,,,,,,,,,,,,,,5432318913   ,136758,89,5A,5432318913   ,0F65E0,7820 158718,passenger_name,contact_data
136755,PG0480,2017-01-21T09:25:00Z,2017-01-21T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-21T09:30:00Z,2017-01-21T10:20:00Z,5432319199   ,136755,Economy,6300.00,,,,,,,,,,,,,,5432319199   ,136755,35,5A,5432319199   ,31CB99,4030 349668,passenger_name,contact_data
